Name,ID_SRC,RA_CORR,DEC_CORR,RADEC_ERR_CORR,EXT,EXT_ERR,EXT_LIKE,ML_CTS,ML_CTS_ERR,ML_RATE,ML_RATE_ERR,ML_FLUX,ML_FLUX_ERR,DET_LIKE,ML_BKG,ML_EXP,inArea90,F_CONT_BEST_COMB,Z_BEST_COMB,SIGMA_Z_BEST_COMB,LAMBDA_BEST_COMB,ELAMBDA_BEST_COMB,SURV_BEST_COMB,RA_OPTCEN_BEST_COMB,DEC_OPTCEN_BEST_COMB,SPEC_Z_BEST_COMB,N_SPEC,MASSPROX_BEST_COMB,F_CONT_2BEST_COMB,Z_2BEST_COMB,LAMBDA_2BEST_COMB,ELAMBDA_2BEST_COMB,SIGMA_Z_2BEST_COMB,SURV_2BEST_COMB,MASSPROX_2BEST_COMB,FLAG_OPTICAL_X_POS,MASKFRAC_3_FOOT,MASKFRAC_3_FLAGGED,MASKFRAC_R500_FOOT_BEST_COMB,MASKFRAC_R500_FLAGGED_BEST_COMB,MASKFRAC_R500_FOOT_2BEST_COMB,MASKFRAC_R500_FLAGGED_2BEST_COMB,RA_GDMAP_2BEST_COMB,DEC_GDMAP_2BEST_COMB,Alpha,Delta,Beta,Ellip,Centershift,DIST_NEXT_OPT_R500,DISTNEXT_XCLUST_MPC,DISTNEXT_XCLUST_R500,MCMF_NWAY_SECTOR
eFEDS J093712.9+031652,38,144.3035678286463,3.281043248079495,4.0,26.96547,5.968361,19.696564,83.2592,16.002958,0.07033885,0.013519583,6.635741E-14,1.2754323E-14,25.99643,6.7244663,1183.6873,true,0.124957,0.24744,0.015551760953766727,7.325609,2.990705,1,144.30099487304688,3.2782130241394043,-1.0,1.0,1.078813215059311,0.050969,0.35292,12.24000507575059,3.9903838942909244,0.013142735641328153,2,1.5561491567873529,3,0.0,0.0,0.0,0.0,0.0,0.0,144.301001,3.278213,0.057188064575010744,0.2604474065501773,0.2916170187045794,0.599467,0.45608614403921305,8.338902,7.388609391377004,9.777046966178217,A
eFEDS J083811.9-015935,53,129.54956937680825,-1.9929625676563032,1.3810656934714842,8.41508,0.67121434,163.66698,840.9273,32.609806,0.7421049,0.028777631,7.0009894E-13,2.7148709E-14,2105.1458,7.0620065,1133.165,true,0.0,0.56002,0.007157434093552574,62.982009,8.491773,1,129.54885864257812,-1.992488980293274,-1.0,0.0,8.39014065306618,0.28816,0.123775,3.088855,2.169887,0.016450381635668233,1,1.7815884671740063,3,0.0,0.0,0.0,0.0,0.0,0.02043327213243271,129.554296,-2.046818,0.1314100920797464,0.2315233504600609,0.21112816336531942,0.48239699999999996,0.2582118222335651,5.109306,6.826096173912715,5.099521642923818,A
eFEDS J093521.0+023234,82,143.83740358134753,2.542871690824143,2.2569551906169405,11.646078,0.9217962,175.88947,789.41034,32.89579,0.66304064,0.027629795,6.2551006E-13,2.6065845E-14,1645.813,7.198423,1190.5912,true,0.0,0.50982,0.005174685772215613,149.226537,12.886563,1,143.8379669189453,2.539184093475342,0.5155607461929321,4.0,7.548806603977643,0.33379,0.2249,3.158498616328359,2.472042534513235,0.022040701869149946,2,3.289263459485182,3,0.0,0.0,0.0,0.0011433598918541808,0.0,0.03607719245264157,143.767975,2.580924,0.14971221448324623,0.21434794932007895,0.22725444394709288,0.441991,0.3136912235516414,99.900002,0.91468569371839,0.6947034807007922,A
eFEDS J092121.2+031726,100,140.33847592690762,3.2906041403253843,2.786281091597162,31.71777,1.4206271,478.5533,1507.9562,56.981632,1.1107146,0.04197093,1.047844E-12,3.959522E-14,1729.747,9.523839,1357.6451,true,0.0,0.354975,0.005172742878038227,123.050389,11.33279,1,140.33795166015625,3.2870094776153564,0.33293500542640686,4.0,6.751583453770105,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.0,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,0.12634211428803757,0.21679382443657247,0.3965600858396628,0.548407,0.25304532631511945,99.900002,6.280532464384731,4.680137380200071,A
eFEDS J085751.7+031039,108,134.46529962923591,3.177539048646133,5.122586713285241,57.36883,1.69607,742.2099,2941.5022,104.56713,2.500211,0.08887972,2.3586896E-12,8.3848794E-14,2053.947,8.814203,1176.5016,true,0.0,0.197875,0.004560263152492527,97.852655,10.832115,1,134.47479248046875,3.176485061645508,0.20054000616073608,3.0,5.630906184822303,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.0,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,0.18438221701245774,0.29803326228854077,0.31581691047750604,0.452866,0.2658609409086729,1.704293,2.833925428030887,2.1267804323269304,A
eFEDS J092647.5+050033,137,141.6979541695265,5.0090532154108445,3.680026742772975,34.240242,1.7048417,505.36676,1269.6482,53.11301,0.9886988,0.041360095,9.327347E-13,3.901896E-14,1395.7153,8.219672,1284.1608,true,0.0,0.45492,0.0051646878348698575,161.260876,13.546758,1,141.6969451904297,5.001109600067139,-1.0,0.0,8.005303258427626,0.063477,0.2929,11.933075,3.999637,0.013209547638435671,1,5.13389708676145,4,0.0,0.0,0.0,0.0,0.0,0.0,141.70801,4.984427,0.0783230021560612,0.13799704611701535,0.31529241772826877,0.591055,0.26034845568247733,99.900002,0.31591683489489497,0.23057524287811051,A
eFEDS J084528.7+032739,144,131.3695000546996,3.460887321440867,3.187693411727107,28.416616,1.6418015,316.6985,942.2209,43.392887,0.8742669,0.040263347,8.2478013E-13,3.798429E-14,1182.9568,6.457707,1077.7268,true,0.0,0.349895,0.0062593171509599385,64.422377,9.644704,1,131.3656768798828,3.460808038711548,0.33432500064373016,4.0,5.913719051745131,0.21868,0.101565,3.7535,2.587908,0.012896425708033272,1,1.6095215539492616,3,0.0,0.0,0.0,0.0,0.0,0.0031316268159477995,131.410192,3.474332,0.1306019837174984,0.1666594955943334,0.19700107011742637,0.04605099999999995,0.25438929266433385,99.900002,19.738748207751694,15.34560384048637,B1
eFEDS J092002.2+010220,150,140.00902744350356,1.038867534490046,2.70737251448519,14.811505,1.1509447,179.59393,693.43646,32.079433,0.4535109,0.02098011,4.2784046E-13,1.9792558E-14,1049.6447,11.553652,1529.0403,true,-1.0,0.017000000923871994,0.0010000000474974513,1.2799999713897705,-1.0,-1,140.009053,1.038316,0.017000000923871994,1.0,0.16939999999999997,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.016976460814476013,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,,,,,,,,,B1
eFEDS J090131.2+030057,152,135.37998941549935,3.0156964610562023,5.006569434519275,33.493958,1.6655592,373.94992,1196.7882,51.578068,1.0130879,0.04366112,9.557433E-13,4.118974E-14,1266.6915,8.411389,1181.3271,true,0.0,0.194335,0.004822637963511418,62.315474,8.707572,1,135.37948608398438,3.0156445503234863,0.1932400017976761,3.0,3.496636432635931,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.1216646358370781,0.0,0.035887615107373746,1.0,1.0,-99.9000015258789,-99.9,0.15859204145844033,0.32078078074962824,0.2537691347663694,0.48915,0.31087781735790787,0.470425,0.4863260724333356,0.427306531326486,B1
eFEDS J083651.3+030002,197,129.21382491203104,3.0006363015042026,3.5054222080568045,28.246906,3.1939154,153.49612,747.97363,42.94674,0.630289,0.03618959,5.946123E-13,3.4141123E-14,747.8783,7.3684835,1186.7153,true,0.0,0.196038,0.005304867148968227,42.482027,7.022352,1,129.21435546875,3.000413656234741,0.19226499646902084,6.0,2.6973060712853774,0.395992,0.53536,7.108770411681891,4.191763388956189,0.027878272300280355,2,7.502180821175659,3,0.0,0.10610288381576538,0.0,0.052589068542894524,0.0,0.10803722003822028,129.240461,3.018203,0.1504003643859535,0.3890329855219784,0.46262340812143266,0.14094600000000002,0.2698114257269141,99.900002,0.16520002930089675,0.15835618468438273,B1
eFEDS J091057.2+041730,206,137.7384208057853,4.2917691580764314,4.811023836759394,21.886211,4.131019,20.425032,108.972824,15.899747,0.09200685,0.0134243155,8.6798915E-14,1.2664448E-14,53.82049,7.146261,1184.399,true,0.013888,0.46848,0.010291927271987605,29.931358,6.29969,1,137.7401580810547,4.2942705154418945,-1.0,2.0,2.3877455208921403,0.301362,0.85529,15.554157787955523,4.276335486715793,0.013435980475443638,2,4.091850730357044,3,0.0,0.0,0.0,0.0,0.0,0.0,137.742636,4.290956,0.17848861260214272,0.26714308416703236,0.30045170547474254,0.27033799999999997,0.28662183855651907,99.900002,14.702561903846254,16.14069510911171,A
eFEDS J093513.1+004758,213,143.80456947880543,0.7993860913557284,3.939249655830514,57.486755,2.390917,332.79205,1581.6263,76.43827,1.3336883,0.064455695,1.2581965E-12,6.080726E-14,836.9308,7.624602,1185.904,true,0.0,0.364465,0.0048873670306311175,169.001842,14.155135,1,143.80197143554688,0.8049700260162354,0.3560299873352051,7.0,7.615243764087634,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.0,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,0.1568933103559677,0.2653063278991471,0.2681074285252442,0.398602,0.26218287230281806,1.449052,2.156587231008625,1.5490431785570038,A
eFEDS J092023.2+013444,222,140.09672695180078,1.5789006648119703,2.1691407470198043,10.604721,1.1231561,88.36511,443.5491,24.856386,0.2957797,0.016575424,2.7903745E-13,1.5637192E-14,719.56323,9.956611,1499.5928,true,0.0,0.7075,0.0112671800632437,72.659825,9.830663,1,140.0960693359375,1.5794450044631958,-1.0,1.0,6.3746186268944385,0.131416,0.236975,6.998915,2.94165,0.015281840128965026,1,2.178635764320607,3,0.0,0.0,0.0,0.0,0.0,0.0,140.100019,1.566794,0.13914161748219467,0.20817437136436873,0.2760596207639809,0.42132899999999995,0.26811711026084606,99.900002,20.790154965383472,17.995661135813975,A
eFEDS J084034.6+023639,250,130.14406344279814,2.6107645121203866,2.055724538052203,8.039186,1.0068433,114.63698,344.86673,21.069643,0.28770825,0.017577544,2.7142289E-13,1.658259E-14,661.77527,6.7609487,1198.6682,true,-1.0,0.04899999871850014,0.0010000000474974513,0.9490000009536743,-1.0,-1,130.14339,2.611334,0.04899999871850014,1.0,0.42,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.0,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,,,,,,,,,B1
eFEDS J092735.4+014424,266,141.89742796789346,1.7398987285993504,4.0,60.0,-19997.652,32.85758,284.28812,41.62326,0.24350694,0.0356524,2.2972352E-13,3.363434E-14,43.168068,6.58069,1167.4744,true,0.006595,0.152525,0.005832488221808463,23.451819,5.056424,1,141.88656616210938,1.7602570056915283,0.14855000376701355,3.0,1.2638874967483582,0.156932,0.41316,7.799478093384384,3.263097513557434,0.020764203680623115,2,3.5592870310850695,3,0.0,0.0,0.0,0.0,0.0,0.0,141.904498,1.727511,0.10221457171705231,0.17082903090875118,0.14022305721870798,0.052529999999999966,0.377490959424957,7.067376,6.429447627246026,7.825498984707892,A
eFEDS J093003.3+035630,288,142.5139545469823,3.94173183171404,1.944482556844639,14.2348175,1.6940382,82.058876,385.1888,25.11909,0.33019686,0.02153293,3.115065E-13,2.0314086E-14,593.14453,6.775023,1166.543,true,0.0,0.330435,0.007803173850561573,34.928327,5.878217,1,142.51380920410156,3.941498041152954,0.3269049972295761,4.0,3.2966151175261555,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.0,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,0.2219662543664845,0.3734561222713208,0.3328750085704809,0.17762500000000003,0.27294360583900296,1.429616,1.5418358830905405,1.4465385793141716,B1
eFEDS J092405.1-013059,298,141.0210579886824,-1.516513790035483,3.9208227132315914,29.435696,1.9236703,196.608,704.4777,39.267235,0.33426222,0.01863161,3.1534172E-13,1.757699E-14,576.537,10.984696,2107.56,true,0.0,0.3393,0.006956224242644922,47.257476,7.937021,1,141.02590942382812,-1.515239953994751,0.3371799886226654,3.0,3.3573921147750387,0.210938,0.200667,5.08906,2.753486,0.015203632076214968,1,1.9439277753965991,3,0.0,0.0,0.0,0.0,0.0,0.0,141.041474,-1.586758,0.09465132589841986,0.2160795076998855,0.2580235665577165,0.42932499999999996,0.26052545422030254,8.223039,8.524073899704902,7.973413817621468,A
eFEDS J085436.6+003835,328,133.65256755196785,0.6431198292554383,3.8401068403536884,37.74699,2.2363067,242.80338,830.9494,45.258263,0.72203594,0.039326213,6.81166E-13,3.7100202E-14,688.5857,7.470107,1150.8422,true,0.0,0.11006,0.005100003680285814,31.769533,5.892651,1,133.65252685546875,0.6425719857215881,0.1060900017619133,13.0,1.5519999943331813,0.159239,1.03718,24.001130964187144,5.46246165529418,0.020350199358805457,2,13.88370414496233,3,0.0,0.029708806425333023,0.0,0.012887538590362454,0.0,0.021716300632480118,133.653083,0.673304,0.20529329400493398,0.389582734150833,0.39366364436359813,0.13936400000000004,0.2843170069676462,0.736572,0.21702916684586732,0.2434692399410424,B1
eFEDS J085217.0-010131,339,133.07085593171473,-1.0253889916906076,4.0,39.728622,2.755109,209.00198,694.4848,45.742973,0.62847096,0.0413949,5.9289715E-13,3.9051793E-14,405.93546,6.638896,1105.0388,true,0.0,0.46759,0.006365246072368307,78.608778,9.573761,1,133.06939697265625,-1.0265960693359375,0.4602299928665161,4.0,6.328043040182564,0.360716,0.28508,2.3215724384993313,2.1212117438070774,0.03766646779464737,2,3.8430109800801655,3,0.0,0.0,0.0,0.0,0.0,0.0,133.093658,-1.056861,0.12270214214173447,0.1897180967838043,0.29807339507547664,0.559482,0.282515755428225,0.440528,6.835693479529269,5.420957886240159,A
eFEDS J090540.1+043441,354,136.41707008944982,4.577979349445704,4.0,33.591217,5.72608,231.4241,746.5239,103.28699,0.93957514,0.12999701,8.8639165E-13,1.226387E-13,678.22845,5.1164055,794.5335,true,0.0,0.23596,0.00524721246697154,57.303481,7.99061,1,136.41610717773438,4.577530860900879,-1.0,0.0,4.019525772967981,0.250073,0.081003,3.110112,1.99556,0.012691236771300992,1,1.2951008827461106,4,0.02373560704290867,0.02656501717865467,0.010825042065954242,0.021754673910323503,0.003649451596351545,0.007148925729839328,136.431042,4.64002,0.25211347107736604,0.3264225664895282,0.3061031407805532,0.09570000000000001,0.28079606363838894,6.165571,7.170346472874986,6.096928620067403,B1
eFEDS J083933.8-014044,356,129.89085360332194,-1.679011853257376,5.304048018408425,55.71304,2.8026812,245.77727,1244.3262,68.82961,1.1148969,0.061670262,1.0517895E-12,5.8179495E-14,663.6898,8.352769,1116.0908,true,0.0,0.278562,0.005285392954897698,78.633564,9.451286,1,129.88909912109375,-1.6790610551834106,0.2722199857234955,5.0,5.1461777182901605,0.222693,0.126665,3.930495,2.34815,0.014326858402815418,1,2.2415912708286743,3,0.0,0.0,0.0,0.0,0.0,0.0,129.842102,-1.643434,0.1175823238679978,0.24749897373700253,0.4514276430410103,0.671509,0.27948924530695085,0.862865,0.8057501688401164,0.6400811863537106,A
eFEDS J085931.9+030839,360,134.8829848742036,3.1442916058389847,18.78135943695341,38.02908,3.2357492,175.08693,758.80963,44.309612,0.64260364,0.03752393,6.0622986E-13,3.5399933E-14,617.44116,7.219242,1180.8362,true,0.0,0.198095,0.005163836019495577,47.558639,7.866263,1,134.88467407226562,3.1447269916534424,0.19589999318122864,1.0,2.8102593671101386,0.366089,0.34616,2.2686110399023294,1.99931304703629,0.05366914845687251,2,5.0235977189979515,3,0.0,0.0,0.0,0.0,0.0,0.0,134.889634,3.119954,0.19807439873222135,0.2826202821418497,0.1987722730323439,0.35692199999999996,0.2595722618883484,4.977573,1.334491823247686,1.2626755944344514,A
eFEDS J092209.4+034629,367,140.53912709669456,3.7746087709875584,11.157121032558289,52.620964,2.3586845,369.0038,1285.9753,65.13581,0.9065983,0.045920026,8.552814E-13,4.332078E-14,783.05695,10.708985,1418.462,true,0.0,0.26756,0.004990678462958914,95.635399,10.216036,1,140.545654296875,3.7781898975372314,0.27013999223709106,3.0,4.529018181733995,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.017290839925408363,0.0,0.006536687227782604,1.0,1.0,-99.9000015258789,-99.9,0.25869782134737135,0.3464428885294153,0.5000145846925913,0.66744,0.2643169362490519,2.052123,0.5248029970928552,0.4334111347492759,A
eFEDS J091453.6+041613,372,138.72346898676423,4.270380589450224,2.081565837983168,59.18428,-19997.332,123.93544,1045.4253,64.07467,0.8891965,0.054499324,8.388647E-13,5.1414456E-14,398.61298,7.991694,1175.6965,true,0.0,0.14432,0.004831378329500277,48.328129,7.448708,1,138.71896362304688,4.265370845794678,0.14282000064849854,6.0,2.3260418781851064,0.2386,0.2943,4.4034523833483465,3.296384012675643,0.022494568621935558,2,4.922757632138964,3,0.0,0.06900616735219955,0.004973263423768468,0.057935289495069035,0.010102122492873249,0.10430113482901601,-99.9000015258789,-99.9,0.1230886836867438,0.19237205973263283,0.1715287146891866,0.15516600000000003,0.27318229320844206,99.900002,5.54143162713039,5.4896318301528035,A
eFEDS J091417.8+031159,396,138.573982679374,3.1997576530530756,4.0,44.681202,7.5735664,16.664944,213.97617,32.801655,0.18063118,0.027690006,1.7040678E-13,2.6122649E-14,26.883747,8.016909,1184.6027,true,0.0,0.22418,0.006121902291766951,31.536109,5.833868,1,138.5690155029297,3.2033751010894775,0.23071999847888947,1.0,1.5736793093468575,0.109064,0.115425,6.874714,3.238442,0.009187624256563796,1,0.778782051549015,3,0.0,0.0,0.0,0.0,0.0,0.0,138.603624,3.160086,0.13896278214879154,0.1779647515887257,0.17094142096451634,0.13222299999999998,0.25785150876975343,1.87097,7.460444076343518,8.637593971471809,A
eFEDS J090210.7+032514,431,135.5445474215297,3.420444511004441,13.373863610392483,19.213493,5.9694333,9.951617,45.88869,11.436261,0.038842704,0.009680279,3.664406E-14,9.132338E-15,14.756492,6.917546,1181.398,true,0.043018,0.5444,0.010957165160716778,26.816388,5.873495,1,135.5458526611328,3.4212841987609863,0.5346300005912781,3.0,1.7978912786076031,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,1.5718945360276848E-4,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,0.1439892496704333,0.20123596181558223,0.28765375211675526,0.103163,0.28288209639611195,99.900002,92.95647294554614,115.37244416074665,B2
eFEDS J085913.2+031335,485,134.80482928452386,3.226332020697108,4.0,44.612423,9.369699,15.935642,114.20791,25.095407,0.09651116,0.021206824,9.104827E-14,2.0006439E-14,16.831211,7.4024034,1183.3647,true,0.009927,0.188938,0.006723834756628569,19.117502,5.085815,1,134.8101348876953,3.2169790267944336,0.18942999839782715,3.0,0.9786165132586914,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.020749008283019066,0.0,0.012153805776320945,1.0,1.0,-99.9000015258789,-99.9,0.18884813861182478,0.24966994085933614,0.26793212535139527,0.22034299999999996,0.2895245307096853,5.329241,1.2855388835124777,1.7237966107040377,B1
eFEDS J092049.5+024514,489,140.20630404297026,2.753798744584642,4.6050856089142576,32.34154,2.2496884,142.11864,673.36444,38.828075,0.5162318,0.029767368,4.8701115E-13,2.8082424E-14,514.1915,9.764426,1304.3839,true,0.0,0.284965,0.005279355996859936,78.999747,9.860012,1,140.20709228515625,2.753878593444824,0.28371499478816986,4.0,3.542456237711625,0.053649,0.15129,10.024131334451198,3.372281010665059,0.007269858750060835,2,1.820493820997024,3,0.0,0.015561755746603012,0.0,0.007677523967491252,0.0,0.004092096597898202,140.205959,2.771879,0.20725776309765492,0.3161518969103729,0.5357466472636343,0.321669,0.2776568855273251,8.329515,1.2611667216538491,1.1371484358826651,B1
eFEDS J091033.8+005100,510,137.64089223527108,0.8500528944446493,2.7280697163379326,10.225258,1.4497963,45.551098,273.2585,19.625168,0.23164433,0.016636478,2.1853241E-13,1.569479E-14,416.7911,6.954043,1179.6469,true,0.0,0.3726,0.009293622460792916,30.181725,5.730304,1,137.64013671875,0.850332498550415,0.3663100004196167,2.0,3.02751173757517,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.0,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,0.21747562465707798,0.2974860319128512,0.209175743894766,0.32309,0.26521780049330773,0.749782,31.7031674908366,31.059047759627667,B1
eFEDS J091610.1-002349,534,139.04227427237697,-0.3969143059136746,2.668770711904757,60.0,-19999.55,282.18222,1440.9647,160.04988,1.1984116,0.13310918,1.130577E-12,1.2557471E-13,623.3497,8.642935,1202.3955,true,0.0,0.31754,0.004779399635813492,159.003983,13.058357,1,139.03846740722656,-0.40450799465179443,0.32214999198913574,13.0,6.24458143445867,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.0,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,0.2279591270108496,0.49818983720599397,0.3462638460287251,0.10034399999999999,0.2707830844804163,0.438747,11.331445457524145,8.553523828379461,A
eFEDS J093009.0+040144,536,142.5375537694167,4.028935727720956,5.260317491035553,15.581538,1.8227931,76.402016,298.92905,21.769156,0.256344,0.01866795,2.4183395E-13,1.7611274E-14,376.0391,6.8568544,1166.1246,true,0.013877,0.342035,0.010522922211699808,21.640404,5.205862,1,142.53639221191406,4.028502941131592,0.3279699981212616,2.0,2.9880349459917457,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.0,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,0.18408662790872574,0.34711304391804115,0.28420836562619456,0.310736,0.2622544998937588,1.438861,1.5773946502805298,1.5354197030918426,A
eFEDS J092546.4-014347,566,141.44315713051535,-1.7298419641869867,9.473511276587935,37.91469,2.3935263,197.06195,734.30194,43.257473,0.37619302,0.0221614,3.5489908E-13,2.0906982E-14,480.16977,12.834016,1951.9287,true,0.0,0.22823,0.005120333224153206,63.703641,8.194847,1,141.4386749267578,-1.7287629842758179,-1.0,0.0,2.3843739128105454,0.35188,0.52274,7.714032995647908,3.3552314111167196,0.0254080545539481,2,5.518038882460122,3,0.0,0.0,0.0,0.0,0.0,0.0,141.442087,-1.69097,0.08038955757582104,0.11897352230000813,0.28100707536441183,0.501807,0.25884174440217145,99.900002,0.7768964216273425,0.784187811930734,A
eFEDS J085620.8+014650,569,134.08645872539776,1.7804590250684431,2.6438535594788353,13.446845,1.8243866,51.74816,257.87756,20.218191,0.21983103,0.017235257,2.0738778E-13,1.6259677E-14,309.07455,7.13711,1173.0717,true,0.0,0.73223,0.007209243096236148,70.90181092174339,8.214165682398916,2,134.08642578125,1.780089020729065,0.7240800261497498,2.0,5.9005706876868365,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.0,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,0.11144485597961301,0.22563040048283323,1.037019519368474,0.6871849999999999,0.31899473264702216,1.925102,2.1128968290533163,1.894316954710753,A
eFEDS J091315.0+034850,593,138.31251768328272,3.813921766621771,3.6288239087213867,19.555496,2.0860066,88.25502,349.47913,24.36595,0.2956367,0.020612016,2.7890258E-13,1.9445298E-14,393.4562,7.3433557,1182.1235,true,0.0,0.44366,0.006124314179054808,88.772819,10.922768,1,138.3116455078125,3.813612937927246,0.4529600143432617,1.0,4.157730739134987,0.128486,0.18743,6.72404,3.03222,0.011852382207359872,1,1.7122443691348763,3,0.021063387393951416,0.2522890567779541,0.020253603211815237,0.24678876790287196,0.01432260875184334,0.17574904188943138,138.288608,3.826697,0.1515665593842892,0.3206116827862272,0.3872435097799382,0.43263799999999997,0.4218825718978915,0.780042,0.917680124402247,0.8298215426376052,A
eFEDS J092921.8+040040,609,142.3408016938413,4.011212638893036,5.528220527164165,17.711414,2.9619412,51.841,274.62756,23.444962,0.24215285,0.020672595,2.284461E-13,1.9502449E-14,297.3823,6.7841187,1134.1083,true,0.065696,0.500522,0.012779342183528967,20.409805,5.490798,1,142.3400421142578,4.011965274810791,-1.0,0.0,4.214159519416718,0.290023,0.30996,4.779906,3.1569,0.029812370484933123,1,2.610675341755058,3,0.0,0.0,0.0,0.0,0.0,0.0,142.363404,4.013494,0.3030574708795378,0.36614563873014916,0.3654896101232819,0.589784,0.31513041424700894,3.914384,45.84473426618813,42.14148077732294,A
eFEDS J091215.4-021744,626,138.06406160237964,-2.295553147037756,9.088355686189797,37.447872,2.9021547,120.30441,519.0572,35.156956,1.0896974,0.073807746,1.0280164E-12,6.9629944E-14,435.94266,3.5003085,476.3315,false,0.0,0.15947,0.005160910402862028,38.937057,6.628229,1,138.07125854492188,-2.302194118499756,-1.0,0.0,2.8247843076109227,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,4,0.0,0.0,0.009304236176801562,0.009304236176801562,1.0,1.0,-99.9000015258789,-99.9,0.2573284189227675,0.3356398199980086,0.4845785329785927,0.666024,0.2888180448821666,99.900002,0.24129128881938638,0.2251143109555993,A
eFEDS J090930.6+034056,638,137.37751571374073,3.682170381882623,11.350552701916245,55.598988,-19995.316,10.306753,159.14568,33.492516,0.13559426,0.028536076,1.2791912E-13,2.6920825E-14,15.229596,7.0335107,1173.6903,true,0.012744,0.74,0.00915272745127211,37.34137521079135,6.2937277332731485,2,137.3734130859375,3.6775174140930176,-1.0,1.0,4.44413437407942,1.0,-1.0,0.0,0.0,0.0,0,-6.999999999999999E-15,3,0.0,0.0,0.0,0.0,1.0,1.0,-99.9000015258789,-99.9,0.1065792249996451,0.1733098814796003,0.3215582871288184,0.6661079999999999,0.3348721946056972,99.900002,15.34770642268428,15.168232887494714,B2
eFEDS J093500.8+005417,649,143.75323414646226,0.9047909647302036,4.53615387044228,25.17631,2.4676938,104.41509,363.68893,25.873886,0.3068952,0.021833414,2.8952378E-13,2.0597561E-14,330.3401,8.031132,1185.0591,true,0.0,0.38092,0.0070534646618255845,54.840244,7.83548,1,143.75282287597656,0.9040769934654236,0.3610199987888336,1.0,3.6922860081009574,0.246044,0.21402,4.521535980220198,2.4815465342614647,0.015414231082359113,2,2.032903367197779,3,0.0,0.0,0.0,0.0,0.0,0.0,-99.9000015258789,-99.9,0.1275779505223154,0.2265259205095183,0.22059433550849378,0.42654800000000004,0.25724067280760243,1.930011,2.2174958580655346,2.039392475080862,A
eFEDS J092821.2+042149,666,142.0883954339839,4.363688953159639,4.0,29.96671,2.5776546,112.99677,461.16107,31.674147,0.4223751,0.029010192,3.984671E-13,2.7368105E-14,375.30933,7.539451,1091.8282,true,0.0,0.234975,0.006554714897287019,28.239419,6.042164,1,142.08657836914062,4.362293720245361,-1.0,0.0,2.614488964587319,0.167535,0.487845,10.778129714477062,4.159042989822983,0.018243964688806773,2,5.499987964248932,3,0.0,0.0,0.0,0.004288929467204728,0.0,0.0,142.053449,4.349657,0.11029280490463562,0.15678886068070774,0.16903537285303444,0.15302000000000004,0.2683011492696372,5.166199,0.4843313125671063,0.4751534789105314,B2
eFEDS J092650.5+035755,671,141.71061897322426,3.965382308194446,3.6498081174496595,8.5692625,1.466188,33.03929,203.23169,17.02468,0.18009196,0.015086269,1.6989809E-13,1.4232329E-14,304.77936,7.0033116,1128.4884,true,0.0,0.3713,0.008661186837353972,34.219772,6.220667,1,141.7103271484375,3.96547532081604,0.37731000781059265,2.0,2.7038092170068677,0.112676,0.22469,7.429660903181195,3.211469014925122,0.011877578420722793,2,1.6129968908259693,3,0.0,0.0,0.0,0.0,0.0,0.0,141.697638,3.993477,0.26887393620788647,0.3444084480939776,0.3457017553299778,0.498962,0.3167259041383192,9.577118,0.8717159405225992,0.8863992177593081,B1
