ObsID,RA_PNT,DEC_PNT
0725300148,136.9185,-0.655722222222222
0725310155,136.645666666667,1.70019444444444
0725300158,135.861833333333,1.61002777777778
0725290152,136.028041666667,-0.519027777777778
0784350101,132.4005,2.21858333333333
0725290147,135.499791666667,0.61425
0725290138,135.273541666667,0.50825
0725310137,136.826708333333,0.128861111111111
0725300138,135.740791666667,1.27802777777778
0762260101,128.691375,2.01527777777778
0725300159,135.75675,1.83658333333333
0655340139,132.225333333333,-1.97580555555556
0655340161,136.108875,-1.83927777777778
0083240201,137.857541666667,5.87538888888889
0725290143,135.075708333333,1.51952777777778
0725290142,134.849583333333,1.41419444444444
0655340160,135.375791666667,-1.61575
0725300140,135.952583333333,0.825583333333333
0725290148,135.604583333333,0.387
0725300149,136.812958333333,-0.429194444444444
0725310149,136.524875,1.36794444444444
0306050201,145.142958333333,3.60413888888889
0725310134,136.509541666667,0.809305555555556
0725290156,136.3605,-0.639388888888889
0761730301,145.354958333333,4.75302777777778
0655340131,136.1089630127,-1.839361071587
0650381601,131.380875,3.42355555555556
0651170301,133.705583333333,-1.38680555555556
0804410101,139.0515,-0.416027777777778
0655340158,135.516791666667,-2.27386111111111
0725310161,137.279666666667,0.339944444444444
0725290135,135.589791666667,-0.172416666666667
0202940101,130.206458333333,0.735416666666666
0725290151,135.921958333333,-0.292611111111111
0725310143,137.158916666667,0.00783333333333333
0725300136,135.53,1.73119444444444
0725290132,135.906958333333,-0.852027777777778
0725310146,136.842833333333,0.688583333333333
0803161001,134.789541666667,0.355055555555556
0800400501,137.391458333333,-0.885666666666667
0725300134,135.408958333333,1.39936111111111
0725310151,136.3135,1.82119444444444
0725300144,136.37525,-0.0808333333333333
0725290153,136.133083333333,-0.7465
0725300139,135.8465,1.05241666666667
0655340135,133.557916666667,-2.322
0725290133,135.801708333333,-0.625527777777778
0602340201,138.015583333333,0.511777777777778
0655340136,133.217666666667,-1.68325
0725310145,136.947708333333,0.461
0725290140,135.061208333333,0.961111111111111
0725310142,137.264458333333,-0.217583333333333
0725310158,136.9635,1.021
0725290160,135.937875,0.266777777777778
0725300142,136.164,0.371666666666667
0556214901,136.775708333333,5.40191666666667
0761730501,132.604333333333,0.40775
0725290144,135.182041666667,1.29269444444444
0725310133,136.404083333333,1.03602777777778
0655340137,133.037,-0.999777777777778
0725300133,135.514166666667,1.17255555555556
0783881001,134.10075,1.79038888888889
0725300152,136.496166666667,0.250444444444444
0822470101,130.404041666667,1.00458333333333
0725300137,135.635208333333,1.50522222222222
0725310160,137.174458333333,0.567694444444444
0725290157,136.254833333333,-0.4135
0725310147,136.736208333333,0.914861111111111
0303360601,144.691791666667,0.926222222222222
0655340140,132.519416666667,-2.38177777777778
0725310138,136.932458333333,-0.0978055555555555
0725300155,136.179291666667,0.930472222222222
0650381801,139.0565,-0.423388888888889
0655340133,134.04975,-1.59238888888889
0725310144,137.0535,0.235361111111111
0725290149,135.711125,0.160333333333333
0725290150,135.816583333333,-0.06625
0655340159,135.412375,-1.93802777777778
0761020301,134.12725,0.0702777777777778
0725290159,136.042916666667,0.0399444444444444
0725310152,136.20825,2.04780555555556
0725300150,136.7075,-0.202138888888889
0402781601,136.613083333333,0.938638888888889
0725290131,136.012916666667,-1.07811111111111
0725310135,136.615416666667,0.581972222222222
0725300160,135.982833333333,1.94355555555556
0303360201,144.691833333333,0.926222222222222
0725310148,136.630833333333,1.14083333333333
0725300157,135.967916666667,1.38427777777778
0725300156,136.073333333333,1.15736111111111
0725310157,136.857625,1.24677777777778
0783880501,143.105041666667,5.67827777777778
0725310150,136.4195,1.59475
0202940201,130.188375,0.790361111111111
0725300145,136.481208333333,-0.307583333333333
0804410201,135.401,-1.68661111111111
0551201001,140.8165,1.05605555555556
0725300154,136.285083333333,0.703527777777778
0725300141,136.0585,0.598444444444444
0651170101,135.406416666667,-1.95411111111111
0673180201,140.018208333333,1.01138888888889
0725300143,136.269416666667,0.145222222222222
0800400601,132.743875,-0.185638888888889
0402780801,136.613041666667,0.938611111111111
0725290154,136.239666666667,-0.971916666666667
0725310153,136.434958333333,2.15291666666667
0725290136,135.48425,0.0545555555555556
0725290139,135.1675,0.734916666666667
0725290141,134.955083333333,1.18758333333333
0802220601,142.426375,0.718472222222222
0725310141,137.370333333333,-0.444055555555556
0803951801,145.51725,4.35186111111111
0725310159,137.068666666667,0.793916666666667
0725290155,136.466208333333,-0.866277777777778
0725300153,136.3905,0.476666666666667
0725300132,135.620041666667,0.945388888888889
0720340301,131.5795,1.65961111111111
0725310131,136.192583333333,1.48922222222222
0725310136,136.721458333333,0.355277777777778
0725300146,136.586541666667,-0.534111111111111
0725300151,136.602083333333,0.0241388888888889
0655340134,133.848416666667,-1.80416666666667
0725310139,137.037875,-0.324138888888889
0725310140,137.143125,-0.550916666666667
0653450501,134.175541666667,5.86775
0725300161,136.0885,1.716
0725290146,135.39375,0.840194444444445
0725310156,136.751875,1.47344444444444
0725290158,136.148333333333,-0.186972222222222
0725310132,136.2985,1.26288888888889
0725290161,135.831583333333,0.492861111111111
0725300147,136.692166666667,-0.760972222222222
0655340132,134.102583333333,-1.12786111111111
0655340138,132.4765,-1.76152777777778
0823710301,140.54575,-0.516472222222222
0725290145,135.288083333333,1.06675
0725290134,135.694916666667,-0.398222222222222
0804410501,140.336416666667,3.25844444444444
0602830401,138.709208333333,4.46708333333333
0725290137,135.378541666667,0.281444444444444
0725300135,135.302875,1.62480555555556
0725300131,135.725458333333,0.718472222222222
0725310154,136.540166666667,1.92658333333333
